subject,evidence,response,responseAI,block
1,48,30.25,49,5
1,34,47.5,34,5
1,32,57.375,32,5
1,96,87.25,95,5
1,70,79.5,70,5
1,72,86.25,71,5
1,34,53.875,34,6
1,64,77.875,65,6
1,36,39.125,36,6
1,68,82.125,69,6
1,50,72.25,49,6
1,6,31.5,6,6
1,66,78,67,6
1,42,73.25,43,6
1,54,74,53,6
1,60,81,60,6
1,86,84.625,85,6
1,40,73,40,6
1,50,82.375,50,6
1,32,38.125,32,6
1,22,37.625,23,6
1,62,75.75,61,6
1,56,70.875,55,6
1,70,82.875,70,6
1,48,76.5,49,6
1,38,62,39,6
1,28,33.875,28,6
1,96,78.5,95,6
1,46,64,45,6
1,72,81.75,71,6
1,78,75,77,6
1,30,37.5,29,6
1,52,74.375,53,6
1,16,24.875,15,6
1,58,72.625,59,6
1,44,59.375,44,6
2,38,49.90741305,39,1
2,30,78.42592875,29,1
2,48,22.2222222,49,1
2,40,21.85185325,40,1
2,68,35.92592875,69,1
2,36,49.07407975,36,1
2,50,39.90741305,49,1
2,54,49.53703985,53,1
2,34,27.8703732,34,1
2,50,27.5,50,1
2,22,26.85185325,23,1
2,78,50,77,1
2,56,50.18519085,55,1
2,52,49.3518575,53,1
2,16,17.4074088,15,1
2,32,24.81481765,32,1
2,60,28.33333335,60,1
2,58,33.05555555,59,1
2,44,16.85185325,44,1
2,66,25.92592875,67,1
2,42,30.2777778,43,1
2,64,48.14815095,65,1
2,86,69.6296353,85,1
2,62,49.90741305,61,1
2,72,72.5925954,71,1
2,96,84.44444445,95,1
2,46,50,45,1
2,28,21.7592621,28,1
2,70,19.53703985,70,1
2,6,6.01851995,6,1
2,96,40.7407464,95,2
2,32,25,32,2
2,34,49.44444445,34,2
2,28,37.1296353,28,2
2,62,37.5925954,61,2
2,38,43.33333335,39,2
2,40,47.68519085,40,2
2,36,46.20370655,36,2
2,64,56.29630195,65,2
2,68,50.18519085,69,2
2,42,45.3703732,43,2
2,44,49.81481765,44,2
2,86,78.8888889,85,2
2,52,49.81481765,53,2
2,46,50,45,2
2,48,62.7777778,49,2
2,54,49.90741305,53,2
2,22,10.1851866,23,2
2,78,79.90741305,77,2
2,60,82.03703985,60,2
2,70,61.01852415,70,2
2,72,90,71,2
2,50,49.90741305,50,2
2,6,6.20370655,6,2
2,58,69.07407975,59,2
2,66,69.81481765,67,2
2,56,49.7222222,55,2
2,50,50.0925954,49,2
2,16,6.5740755,15,2
2,30,20.74074215,29,2
2,22,16.3888889,23,3
2,52,34.44444445,53,3
2,48,37.03703985,49,3
2,96,88.2407464,95,3
2,36,50,36,3
2,58,50,59,3
2,38,55.7407464,39,3
2,44,49.44444445,44,3
2,70,73.42592875,70,3
2,72,89.7222222,71,3
2,34,49.53703985,34,3
2,32,20.0925954,32,3
2,50,49.81481765,50,3
2,56,49.81481765,55,3
2,28,49.81481765,28,3
2,54,49.81481765,53,3
2,42,41.94444445,43,3
2,30,30.74074215,29,3
2,40,37.7777778,40,3
2,64,47.40741305,65,3
2,60,55.4629686,60,3
2,68,69.6296353,69,3
2,16,49.81481765,15,3
2,50,49.81481765,49,3
2,86,72.7777778,85,3
2,62,64.90741305,61,3
2,6,7.31481765,6,3
2,66,74.3518575,67,3
2,46,49.44444445,45,3
2,78,71.29630195,77,3
2,44,33.79630195,44,4
2,50,50,49,4
2,46,56.3888889,45,4
2,50,50.18519085,50,4
2,66,75.64815095,67,4
2,30,41.8518575,29,4
2,34,50.2777778,34,4
2,28,37.5,28,4
2,86,75.3703732,85,4
2,38,49.53703985,39,4
2,22,31.4814843,23,4
2,78,82.03703985,77,4
2,70,64.6296353,70,4
2,96,75.7407464,95,4
2,36,49.6296353,36,4
2,68,49.6296353,69,4
2,6,7.2222222,6,4
2,40,22.8703732,40,4
2,42,32.9629686,43,4
2,48,44.2592621,49,4
2,16,12.2222222,15,4
2,56,34.90741305,55,4
2,54,50.0925954,53,4
2,72,70.2777778,71,4
2,64,65.92592875,65,4
2,58,64.44444445,59,4
2,52,53.70370655,53,4
2,62,50.2777778,61,4
2,60,49.7222222,60,4
2,32,31.94444445,32,4
2,52,35.92592875,53,5
2,50,50.2777778,49,5
2,38,44.07407975,39,5
2,86,83.70370655,85,5
2,32,37.40741305,32,5
2,30,16.94444445,29,5
2,48,33.51852415,49,5
2,22,29.7222222,23,5
2,60,76.57407975,60,5
2,44,49.81481765,44,5
2,34,49.81481765,34,5
2,66,67.5925954,67,5
2,56,50.0925954,55,5
2,68,58.42592875,69,5
2,72,75.83333335,71,5
2,28,49.7222222,28,5
2,42,40,43,5
2,58,35.18519085,59,5
2,6,11.01851995,6,5
2,64,53.70370655,65,5
2,54,64.90741305,53,5
2,50,49.81481765,50,5
2,70,49.90741305,70,5
2,46,59.6296353,45,5
2,36,46.8518575,36,5
2,40,37.31481765,40,5
2,78,64.16666665,77,5
2,62,50.2777778,61,5
2,16,36.1111111,15,5
2,96,87.8703732,95,5
2,52,69.44444445,53,6
2,62,50.83333335,61,6
2,22,37.68519085,23,6
2,38,46.4814843,39,6
2,6,10.2777778,6,6
2,40,49.90741305,40,6
2,44,49.81481765,44,6
2,50,49.44444445,49,6
2,50,49.44444445,50,6
2,66,64.7222222,67,6
2,56,65.83333335,55,6
2,28,46.8518575,28,6
2,58,44.90741305,59,6
2,30,33.33333335,29,6
2,34,44.7222222,34,6
2,48,41.1111111,49,6
2,86,77.1296353,85,6
2,64,82.40741305,65,6
2,72,81.29630195,71,6
2,60,82.9629686,60,6
2,46,49.81481765,45,6
2,32,10.64815095,32,6
2,70,48.51852415,70,6
2,42,45.92592875,43,6
2,36,49.07407975,36,6
2,78,66.4814843,77,6
2,96,90.3703732,95,6
2,68,75.4629686,69,6
2,16,49.2592621,15,6
2,54,49.2592621,53,6
3,62,50.37037035,61,1
3,36,32.12962965,36,1
3,50,50,50,1
3,38,49.8148148,39,1
3,34,50.1851852,34,1
3,96,87.6851852,95,1
3,44,49.62962965,44,1
3,78,65.74074075,77,1
3,60,54.35185185,60,1
3,28,37.87037035,28,1
3,72,77.03703705,71,1
3,16,36.2037037,15,1
3,68,65.2777778,69,1
3,70,74.07407405,70,1
3,46,69.25925925,45,1
3,52,54.9074074,53,1
3,56,52.12962965,55,1
3,86,76.0185185,85,1
3,32,58.8888889,32,1
3,54,61.57407405,53,1
3,42,50.0925926,43,1
3,66,62.12962965,67,1
3,30,66.66666665,29,1
3,48,50.2777778,49,1
3,58,49.53703705,59,1
3,64,50,65,1
3,6,16.3888889,6,1
3,22,26.57407405,23,1
3,50,65.55555555,49,1
3,40,49.53703705,40,1
3,68,66.0185185,69,2
3,36,50.37037035,36,2
3,46,50.55555555,45,2
3,64,64.8148148,65,2
3,70,68.14814815,70,2
3,60,58.33333335,60,2
3,54,61.2962963,53,2
3,28,33.6111111,28,2
3,52,49.9074074,53,2
3,72,58.8888889,71,2
3,86,70.0925926,85,2
3,44,50.0925926,44,2
3,50,58.24074075,50,2
3,50,55.83333335,49,2
3,96,92.87037035,95,2
3,32,39.7222222,32,2
3,66,74.8148148,67,2
3,62,73.05555555,61,2
3,42,55.55555555,43,2
3,58,57.5925926,59,2
3,6,5.46296295,6,2
3,40,76.2037037,40,2
3,16,14.9074074,15,2
3,38,47.4074074,39,2
3,30,45.1851852,29,2
3,48,43.5185185,49,2
3,22,17.87037035,23,2
3,78,86.57407405,77,2
3,34,41.4814815,34,2
3,56,48.5185185,55,2
3,52,43.5185185,53,3
3,66,68.7962963,67,3
3,16,14.25925925,15,3
3,22,12.4074074,23,3
3,72,62.87037035,71,3
3,38,27.4074074,39,3
3,48,63.42592595,49,3
3,64,30,65,3
3,46,49.9074074,45,3
3,30,35.55555555,29,3
3,50,56.57407405,49,3
3,60,55.46296295,60,3
3,78,58.05555555,77,3
3,86,66.66666665,85,3
3,96,72.3148148,95,3
3,32,64.35185185,32,3
3,28,43.14814815,28,3
3,50,49.8148148,50,3
3,62,62.12962965,61,3
3,34,50.64814815,34,3
3,42,61.94444445,43,3
3,44,49.25925925,44,3
3,6,11.66666665,6,3
3,58,42.4074074,59,3
3,36,46.94444445,36,3
3,40,50.37037035,40,3
3,56,44.07407405,55,3
3,68,58.7962963,69,3
3,70,62.5925926,70,3
3,54,49.53703705,53,3
3,6,3.33333335,6,4
3,44,37.6851852,44,4
3,32,35.64814815,32,4
3,58,45,59,4
3,38,49.07407405,39,4
3,66,40.1851852,67,4
3,40,43.9814815,40,4
3,30,47.2222222,29,4
3,34,44.62962965,34,4
3,60,59.35185185,60,4
3,22,27.5,23,4
3,54,42.6851852,53,4
3,78,64.35185185,77,4
3,72,79.07407405,71,4
3,36,37.12962965,36,4
3,62,47.7777778,61,4
3,86,72.87037035,85,4
3,56,52.5925926,55,4
3,28,61.75925925,28,4
3,50,43.7962963,49,4
3,48,50.64814815,49,4
3,68,65.1851852,69,4
3,46,43.42592595,45,4
3,50,59.35185185,50,4
3,64,77.87037035,65,4
3,52,49.07407405,53,4
3,16,33.33333335,15,4
3,42,41.3888889,43,4
3,96,91.94444445,95,4
3,70,29.35185185,70,4
3,60,59.8148148,60,5
3,36,60.0925926,36,5
3,38,62.12962965,39,5
3,96,92.5,95,5
3,28,47.6851852,28,5
3,72,73.5185185,71,5
3,42,79.8148148,43,5
3,50,46.4814815,49,5
3,6,6.57407405,6,5
3,40,44.44444445,40,5
3,70,61.1111111,70,5
3,86,87.03703705,85,5
3,22,27.5925926,23,5
3,46,61.1111111,45,5
3,68,66.57407405,69,5
3,62,52.3148148,61,5
3,30,50,29,5
3,64,37.7777778,65,5
3,66,71.2037037,67,5
3,54,50.2777778,53,5
3,52,49.8148148,53,5
3,44,49.8148148,44,5
3,58,58.6111111,59,5
3,16,54.44444445,15,5
3,56,61.94444445,55,5
3,50,49.7222222,50,5
3,48,34.35185185,49,5
3,32,46.2037037,32,5
3,34,35.64814815,34,5
3,78,77.87037035,77,5
3,68,85.83333335,69,6
3,42,56.2037037,43,6
3,46,65.74074075,45,6
3,30,30.46296295,29,6
3,50,36.3888889,50,6
3,58,41.1111111,59,6
3,52,48.5185185,53,6
3,70,66.94444445,70,6
3,64,67.87037035,65,6
3,60,66.85185185,60,6
3,86,85.83333335,85,6
3,56,58.14814815,55,6
3,78,70.0925926,77,6
3,66,61.4814815,67,6
3,96,89.8148148,95,6
3,28,29.62962965,28,6
3,48,42.12962965,49,6
3,34,42.12962965,34,6
3,72,68.5185185,71,6
3,36,35.1851852,36,6
3,22,25.37037035,23,6
3,54,41.66666665,53,6
3,40,50.0925926,40,6
3,62,58.7962963,61,6
3,44,38.6111111,44,6
3,16,32.3148148,15,6
3,6,5.64814815,6,6
3,50,63.14814815,49,6
3,32,29.25925925,32,6
3,38,34.8148148,39,6
4,52,49.73958335,53,1
4,6,26.171875,6,1
4,60,30.33854165,60,1
4,22,32.8125,23,1
4,66,72.39583335,67,1
4,86,66.66666665,85,1
4,70,27.21354165,70,1
4,34,27.99479165,34,1
4,62,73.56770835,61,1
4,40,71.09375,40,1
4,32,29.16666665,32,1
4,28,71.875,28,1
4,44,64.71354165,44,1
4,38,50.13020835,39,1
4,36,52.34375,36,1
4,64,47.91666665,65,1
4,58,41.40625,59,1
4,78,56.640625,77,1
4,68,60.80729165,69,1
4,72,41.27604165,71,1
4,16,67.578125,15,1
4,56,34.50520835,55,1
4,54,61.06770835,53,1
4,48,50.26041665,49,1
4,96,4.55729165,95,1
4,30,69.79166665,29,1
4,50,49.609375,50,1
4,46,31.11979165,45,1
4,50,50.52083335,49,1
4,42,56.77083335,43,1
4,72,73.30729165,71,2
4,50,43.61979165,50,2
4,86,78.515625,85,2
4,68,49.73958335,69,2
4,62,27.734375,61,2
4,38,56.640625,39,2
4,32,60.41666665,32,2
4,34,57.68229165,34,2
4,78,71.484375,77,2
4,22,51.04166665,23,2
4,6,9.63541665,6,2
4,50,47.13541665,49,2
4,60,62.63020835,60,2
4,42,63.671875,43,2
4,16,72.91666665,15,2
4,52,12.63020835,53,2
4,44,39.58333335,44,2
4,56,33.72395835,55,2
4,46,49.609375,45,2
4,66,55.078125,67,2
4,70,67.05729165,70,2
4,40,53.64583335,40,2
4,64,43.61979165,65,2
4,28,19.01041665,28,2
4,54,43.09895835,53,2
4,48,45.18229165,49,2
4,30,45.18229165,29,2
4,36,41.66666665,36,2
4,58,46.61458335,59,2
4,96,87.36979165,95,2
4,36,42.05729165,36,3
4,78,63.41145835,77,3
4,50,61.71875,50,3
4,22,31.90104165,23,3
4,60,44.921875,60,3
4,42,56.51041665,43,3
4,48,40.625,49,3
4,96,90.10416665,95,3
4,16,20.3125,15,3
4,64,57.8125,65,3
4,6,9.375,6,3
4,66,25.13020835,67,3
4,46,50,45,3
4,40,53.515625,40,3
4,52,57.68229165,53,3
4,56,48.95833335,55,3
4,44,36.06770835,44,3
4,62,54.6875,61,3
4,86,88.02083335,85,3
4,70,65.36458335,70,3
4,30,57.421875,29,3
4,32,64.19270835,32,3
4,38,69.01041665,39,3
4,34,65.75520835,34,3
4,54,16.92708335,53,3
4,68,48.95833335,69,3
4,28,23.56770835,28,3
4,50,49.86979165,49,3
4,72,46.484375,71,3
4,58,34.11458335,59,3
4,40,70.96354165,40,4
4,44,20.44270835,44,4
4,50,49.08854165,49,4
4,72,80.59895835,71,4
4,60,55.59895835,60,4
4,34,48.046875,34,4
4,52,54.42708335,53,4
4,38,24.609375,39,4
4,28,50.26041665,28,4
4,54,39.71354165,53,4
4,48,27.47395835,49,4
4,96,95.3125,95,4
4,58,63.28125,59,4
4,66,73.17708335,67,4
4,62,33.46354165,61,4
4,30,4.94791665,29,4
4,78,64.71354165,77,4
4,32,16.53645835,32,4
4,68,66.92708335,69,4
4,16,69.40104165,15,4
4,86,75.52083335,85,4
4,46,20.57291665,45,4
4,6,14.84375,6,4
4,70,65.88541665,70,4
4,22,68.88020835,23,4
4,64,24.609375,65,4
4,50,15.36458335,50,4
4,42,48.69791665,43,4
4,36,62.23958335,36,4
4,56,26.04166665,55,4
4,38,49.47916665,39,5
4,60,64.32291665,60,5
4,72,63.28125,71,5
4,66,70.3125,67,5
4,50,26.43229165,50,5
4,46,32.8125,45,5
4,70,50.390625,70,5
4,42,49.73958335,43,5
4,56,44.66145835,55,5
4,32,13.41145835,32,5
4,22,47.13541665,23,5
4,62,49.73958335,61,5
4,34,49.609375,34,5
4,50,56.51041665,49,5
4,36,56.640625,36,5
4,48,48.828125,49,5
4,40,46.35416665,40,5
4,6,11.06770835,6,5
4,64,60.15625,65,5
4,54,29.6875,53,5
4,96,78.77604165,95,5
4,30,19.140625,29,5
4,52,34.50520835,53,5
4,44,69.53125,44,5
4,16,50.390625,15,5
4,68,36.58854165,69,5
4,86,79.16666665,85,5
4,28,20.3125,28,5
4,78,50.91145835,77,5
4,58,52.734375,59,5
4,86,75.52083335,85,6
4,46,54.55729165,45,6
4,28,27.47395835,28,6
4,40,48.17708335,40,6
4,38,48.56770835,39,6
4,96,74.73958335,95,6
4,30,37.109375,29,6
4,60,50.91145835,60,6
4,6,11.19791665,6,6
4,52,49.609375,53,6
4,66,59.89583335,67,6
4,32,58.72395835,32,6
4,48,27.47395835,49,6
4,50,48.95833335,50,6
4,58,40.49479165,59,6
4,68,48.56770835,69,6
4,72,61.84895835,71,6
4,16,16.015625,15,6
4,70,76.69270835,70,6
4,22,17.31770835,23,6
4,44,43.359375,44,6
4,42,42.31770835,43,6
4,56,49.47916665,55,6
4,50,50.78125,49,6
4,34,49.86979165,34,6
4,64,58.46354165,65,6
4,54,37.63020835,53,6
4,36,49.08854165,36,6
4,62,34.89583335,61,6
4,78,66.015625,77,6
5,32,40.2222222,32,1
5,42,49.8888889,43,1
5,58,61.1111111,59,1
5,16,49.7777778,15,1
5,70,64.7777778,70,1
5,28,66.66666665,28,1
5,54,61.8888889,53,1
5,38,49.44444445,39,1
5,62,49.44444445,61,1
5,52,35.2222222,53,1
5,48,31.8888889,49,1
5,50,50.33333335,50,1
5,68,61.33333335,69,1
5,60,62.2222222,60,1
5,86,71.66666665,85,1
5,78,61.55555555,77,1
5,6,27.66666665,6,1
5,50,38.8888889,49,1
5,44,31.55555555,44,1
5,96,83.55555555,95,1
5,40,49.8888889,40,1
5,56,37.8888889,55,1
5,22,32.44444445,23,1
5,46,38.1111111,45,1
5,72,18.8888889,71,1
5,30,23.33333335,29,1
5,34,49.7777778,34,1
5,66,21.55555555,67,1
5,36,49.8888889,36,1
5,64,38.55555555,65,1
5,52,49.7777778,53,2
5,78,61.33333335,77,2
5,56,64.2222222,55,2
5,96,74.1111111,95,2
5,72,78.66666665,71,2
5,44,63.1111111,44,2
5,64,66.2222222,65,2
5,66,39.66666665,67,2
5,86,74,85,2
5,68,41.1111111,69,2
5,54,40.66666665,53,2
5,22,28,23,2
5,46,27.7777778,45,2
5,42,41.2222222,43,2
5,28,30.33333335,28,2
5,50,32.55555555,49,2
5,70,32.8888889,70,2
5,62,52.55555555,61,2
5,38,41.7777778,39,2
5,60,60.55555555,60,2
5,48,53.2222222,49,2
5,34,45.44444445,34,2
5,16,38.66666665,15,2
5,32,36.7777778,32,2
5,30,21.66666665,29,2
5,58,37.55555555,59,2
5,50,50.33333335,50,2
5,40,36.33333335,40,2
5,36,36.1111111,36,2
5,6,39.8888889,6,2
5,48,38.8888889,49,3
5,30,27.1111111,29,3
5,16,29,15,3
5,60,49.66666665,60,3
5,64,36.44444445,65,3
5,70,66.44444445,70,3
5,40,49.55555555,40,3
5,62,44.8888889,61,3
5,66,62.55555555,67,3
5,32,32,32,3
5,38,43.44444445,39,3
5,54,40.66666665,53,3
5,68,50.55555555,69,3
5,50,57.33333335,49,3
5,6,14.1111111,6,3
5,22,20.8888889,23,3
5,86,65.55555555,85,3
5,46,49.66666665,45,3
5,58,38.55555555,59,3
5,50,33.33333335,50,3
5,44,44.8888889,44,3
5,56,40.66666665,55,3
5,42,33.2222222,43,3
5,96,16.55555555,95,3
5,36,71.8888889,36,3
5,52,50.33333335,53,3
5,34,49.8888889,34,3
5,78,67.2222222,77,3
5,72,64.7777778,71,3
5,28,30.8888889,28,3
5,62,61,61,4
5,34,39.44444445,34,4
5,6,32.8888889,6,4
5,70,42,70,4
5,50,49.8888889,49,4
5,44,49.8888889,44,4
5,46,33.33333335,45,4
5,64,58.7777778,65,4
5,42,39.2222222,43,4
5,60,62.44444445,60,4
5,56,36.55555555,55,4
5,36,59.8888889,36,4
5,30,26.8888889,29,4
5,48,29.8888889,49,4
5,72,69.33333335,71,4
5,40,41.1111111,40,4
5,22,20.7777778,23,4
5,86,72.2222222,85,4
5,78,67.1111111,77,4
5,32,28.7777778,32,4
5,38,40.7777778,39,4
5,66,78.7777778,67,4
5,50,43.2222222,50,4
5,16,31.8888889,15,4
5,54,62.33333335,53,4
5,52,39,53,4
5,58,52.1111111,59,4
5,28,36,28,4
5,68,64,69,4
5,96,83.55555555,95,4
5,78,81.1111111,77,5
5,66,77.33333335,67,5
5,60,63,60,5
5,68,45.66666665,69,5
5,48,45.8888889,49,5
5,56,42,55,5
5,52,39.2222222,53,5
5,42,31.2222222,43,5
5,22,21,23,5
5,28,20.2222222,28,5
5,38,24.44444445,39,5
5,6,8.8888889,6,5
5,40,41.2222222,40,5
5,96,76.7777778,95,5
5,44,43.8888889,44,5
5,64,39.2222222,65,5
5,50,39.7777778,50,5
5,30,29.7777778,29,5
5,34,25.1111111,34,5
5,62,46.2222222,61,5
5,70,42.8888889,70,5
5,32,26.8888889,32,5
5,50,44.1111111,49,5
5,86,77.7777778,85,5
5,46,42,45,5
5,36,36.66666665,36,5
5,54,45.55555555,53,5
5,16,24.44444445,15,5
5,58,37,59,5
5,72,69.7777778,71,5
5,68,69.2222222,69,6
5,38,46.55555555,39,6
5,6,14.55555555,6,6
5,72,76.8888889,71,6
5,30,20.66666665,29,6
5,60,49.7777778,60,6
5,54,39.66666665,53,6
5,46,39.7777778,45,6
5,58,64,59,6
5,56,45.7777778,55,6
5,50,60.1111111,50,6
5,96,84.55555555,95,6
5,40,37.8888889,40,6
5,28,29.33333335,28,6
5,66,70,67,6
5,44,34.55555555,44,6
5,16,14.44444445,15,6
5,78,62,77,6
5,50,58.44444445,49,6
5,36,37.2222222,36,6
5,62,43.66666665,61,6
5,42,36.66666665,43,6
5,22,19.2222222,23,6
5,64,55.2222222,65,6
5,32,42.66666665,32,6
5,86,70.44444445,85,6
5,70,57,70,6
5,52,45,53,6
5,48,36.2222222,49,6
5,34,31.2222222,34,6
6,34,100,34,1
6,46,100,45,1
6,22,100,23,1
6,54,23.7777778,53,1
6,66,16.33333335,67,1
6,62,0,61,1
6,60,100,60,1
6,64,0,65,1
6,40,0,40,1
6,78,100,77,1
6,96,0,95,1
6,48,100,49,1
6,32,100,32,1
6,52,0,53,1
6,50,74.2222222,50,1
6,16,88.1111111,15,1
6,56,5.7777778,55,1
6,38,100,39,1
6,86,14.1111111,85,1
6,6,88.66666665,6,1
6,50,16,49,1
6,44,84.7777778,44,1
6,70,11,70,1
6,58,92.2222222,59,1
6,30,11.7777778,29,1
6,72,87.7777778,71,1
6,28,19,28,1
6,42,93.66666665,43,1
6,68,15.2222222,69,1
6,36,100,36,1
6,6,10.8888889,6,2
6,22,84,23,2
6,32,15.55555555,32,2
6,60,16.2222222,60,2
6,30,91.66666665,29,2
6,36,22,36,2
6,44,85.55555555,44,2
6,70,18.55555555,70,2
6,50,84.44444445,50,2
6,48,65,49,2
6,34,21.7777778,34,2
6,96,100,95,2
6,50,39.33333335,49,2
6,68,73.7777778,69,2
6,66,85,67,2
6,58,22.44444445,59,2
6,42,19.66666665,43,2
6,62,82.8888889,61,2
6,72,83.55555555,71,2
6,56,31.55555555,55,2
6,54,40,53,2
6,28,29.33333335,28,2
6,38,69.1111111,39,2
6,16,33.66666665,15,2
6,86,34.7777778,85,2
6,40,37,40,2
6,64,79.7777778,65,2
6,78,19.2222222,77,2
6,46,67,45,2
6,52,87.7777778,53,2
6,30,78.44444445,29,3
6,44,99.55555555,44,3
6,50,32.55555555,50,3
6,28,73.55555555,28,3
6,50,68.33333335,49,3
6,56,73.44444445,55,3
6,52,43.2222222,53,3
6,40,64.55555555,40,3
6,86,98.44444445,85,3
6,58,95.66666665,59,3
6,16,72.7777778,15,3
6,38,72.2222222,39,3
6,46,69,45,3
6,62,92.44444445,61,3
6,66,80.33333335,67,3
6,34,29.66666665,34,3
6,78,81.55555555,77,3
6,48,85.8888889,49,3
6,36,25.2222222,36,3
6,68,94.33333335,69,3
6,32,95.7777778,32,3
6,54,10.1111111,53,3
6,72,29.7777778,71,3
6,60,83,60,3
6,6,2.2222222,6,3
6,42,7.33333335,43,3
6,64,90.55555555,65,3
6,96,98.55555555,95,3
6,22,88.8888889,23,3
6,70,16.8888889,70,3
6,58,16.8888889,59,4
6,40,75.7777778,40,4
6,38,70.66666665,39,4
6,86,95.1111111,85,4
6,28,9,28,4
6,54,28.7777778,53,4
6,64,86.33333335,65,4
6,66,80.33333335,67,4
6,78,87.66666665,77,4
6,96,99.2222222,95,4
6,30,22,29,4
6,60,64.66666665,60,4
6,6,8.33333335,6,4
6,46,25,45,4
6,42,45.44444445,43,4
6,16,10,15,4
6,36,28.55555555,36,4
6,22,15.55555555,23,4
6,44,41.7777778,44,4
6,34,80.7777778,34,4
6,72,92.1111111,71,4
6,48,30.1111111,49,4
6,56,88.2222222,55,4
6,70,77.66666665,70,4
6,52,78.55555555,53,4
6,50,89.55555555,50,4
6,50,91.8888889,49,4
6,62,58.1111111,61,4
6,68,59.2222222,69,4
6,32,10.55555555,32,4
6,40,81,40,5
6,42,20.66666665,43,5
6,44,81.7777778,44,5
6,60,82,60,5
6,68,94.66666665,69,5
6,72,93.7777778,71,5
6,62,96.66666665,61,5
6,50,29.8888889,50,5
6,64,47.1111111,65,5
6,32,34.33333335,32,5
6,58,64.2222222,59,5
6,22,14.8888889,23,5
6,28,13.7777778,28,5
6,54,66.44444445,53,5
6,70,90.44444445,70,5
6,38,18.66666665,39,5
6,36,36.2222222,36,5
6,6,27,6,5
6,96,97.44444445,95,5
6,46,81.55555555,45,5
6,78,84.8888889,77,5
6,16,11.2222222,15,5
6,56,87.55555555,55,5
6,30,76.2222222,29,5
6,48,77.44444445,49,5
6,86,97.1111111,85,5
6,66,70.55555555,67,5
6,52,41.55555555,53,5
6,50,22,49,5
6,34,55.1111111,34,5
6,34,6,34,6
6,22,4.7777778,23,6
