subject,evidence,response,responseAI,block
2,22,62.57861635,41,2
2,34,73.3962264,67,3
2,86,73.64779875,97,3
2,58,73.64779875,84,3
2,62,79.9371069,91,3
2,50,77.42138365,61,3
2,44,46.10062895,81,3
2,70,72.0125786,87,3
2,36,75.40880505,77,3
2,16,74.7798742,56,3
2,22,84.0880503,41,3
2,64,83.7106918,97,3
2,56,81.82389935,81,3
2,54,81.82389935,76,3
2,50,81.82389935,78,3
2,48,81.82389935,74,3
2,78,81.57232705,95,3
2,68,81.57232705,96,3
2,30,81.57232705,62,3
2,42,81.57232705,72,3
2,40,82.32704405,54,3
2,72,82.32704405,92,3
2,96,90,96,3
2,46,90,95,3
2,66,90,87,3
2,32,89.74842765,68,3
2,6,89.74842765,32,3
2,28,89.11949685,36,3
2,38,89.11949685,49,3
2,60,89.11949685,86,3
2,52,88.9937107,85,3
2,22,93.89937105,41,4
2,64,64.71698115,97,4
2,68,64.71698115,96,4
2,58,64.71698115,84,4
2,62,64.71698115,91,4
2,78,64.96855345,95,4
2,56,66.72955975,81,4
2,34,66.4779874,67,4
2,50,66.4779874,78,4
2,32,66.4779874,68,4
2,16,71.13207545,56,4
2,46,72.1383648,95,4
2,36,71.0062893,77,4
2,48,72.7672956,74,4
2,52,72.7672956,85,4
2,72,72.7672956,92,4
2,6,76.41509435,32,4
2,70,81.3207547,87,4
2,96,81.3207547,96,4
2,30,81.19496855,62,4
2,38,84.4654088,49,4
2,40,86.8553459,54,4
2,44,86.9811321,81,4
2,28,85.72327045,36,4
2,54,80.81761005,76,4
2,66,84.2138365,87,4
2,42,99.55974845,72,4
2,86,80.6918239,97,4
2,60,85.2201258,86,4
2,50,85.2201258,61,4
2,6,85.2201258,32,5
2,36,73.89937105,77,5
2,48,86.2264151,74,5
2,22,61.4465409,41,5
2,60,77.42138365,86,5
2,78,87.6100629,95,5
2,40,87.6100629,54,5
2,46,86.6037736,95,5
2,96,86.6037736,96,5
2,64,80.81761005,97,5
2,38,78.5534591,49,5
2,72,80.81761005,92,5
2,42,83.081761,72,5
2,54,89.11949685,76,5
2,86,84.8427673,97,5
2,28,84.8427673,36,5
2,52,84.8427673,85,5
2,32,84.8427673,68,5
2,16,84.8427673,56,5
2,30,84.8427673,62,5
2,70,84.8427673,87,5
2,50,84.8427673,78,5
2,58,84.8427673,84,5
2,62,88.2389937,91,5
2,56,88.2389937,81,5
2,66,88.2389937,87,5
2,50,88.2389937,61,5
2,34,88.2389937,67,5
2,68,88.2389937,96,5
2,44,88.2389937,81,5
2,60,52.51572325,86,6
2,36,64.96855345,77,6
2,72,65.97484275,92,6
2,56,65.8490566,81,6
2,6,77.67295595,32,6
2,66,76.163522,87,6
2,44,76.163522,81,6
2,64,76.163522,97,6
2,50,76.163522,78,6
2,16,76.163522,56,6
2,38,77.2955975,49,6
2,32,77.2955975,68,6
2,58,83.58490565,84,6
2,50,89.87421385,61,6
2,68,89.87421385,96,6
2,70,89.87421385,87,6
2,96,89.87421385,96,6
2,30,87.35849055,62,6
2,78,87.35849055,95,6
2,42,89.49685535,72,6
2,48,89.49685535,74,6
2,86,89.6226415,97,6
2,62,89.6226415,91,6
2,28,88.11320755,36,6
2,54,88.11320755,76,6
2,22,88.11320755,41,6
2,34,88.11320755,67,6
2,46,88.11320755,95,6
2,40,88.11320755,54,6
2,52,88.11320755,85,6
3,34,62.9629686,34,1
3,32,49.90741305,32,1
3,86,21.3888889,85,1
3,66,64.16666665,67,1
3,6,18.70370655,6,1
3,62,69.2592621,61,1
3,42,50.3703732,43,1
3,46,20.92592875,45,1
3,30,49.7222222,29,1
3,56,49.7222222,55,1
3,50,64.07407975,49,1
3,96,75.18519085,95,1
3,60,50.18519085,60,1
3,78,34.07407975,77,1
3,68,35.7407464,69,1
3,72,70.7407464,71,1
3,58,50.92592875,59,1
3,38,29.2592621,39,1
3,50,49.2592621,50,1
3,52,35.55555555,53,1
3,44,49.90741305,44,1
3,64,68.33333335,65,1
3,70,37.5,70,1
3,28,77.2222222,28,1
3,54,28.8888889,53,1
3,16,17.03703985,15,1
3,36,28.70370655,36,1
3,22,13.7962977,23,1
3,48,49.7222222,49,1
3,40,33.33333335,40,1
3,44,67.7777778,81,2
3,52,73.6111111,85,2
3,46,71.66666665,95,2
3,96,88.9814843,96,2
3,78,50.2777778,95,2
3,60,79.81481765,86,2
3,40,25.4629644,54,2
3,48,50,74,2
3,36,23.8888889,77,2
3,56,31.1111111,81,2
3,66,69.16666665,87,2
3,58,39.90741305,84,2
3,54,36.57407975,76,2
3,16,11.7592621,56,2
3,34,27.03703985,67,2
3,50,49.2592621,61,2
3,68,80.18519085,96,2
3,70,69.16666665,87,2
3,30,19.81481765,62,2
3,32,16.5740755,68,2
3,72,78.05555555,92,2
3,22,11.85185325,41,2
3,64,50,97,2
3,62,42.2222222,91,2
3,38,39.6296353,49,2
3,6,8.51851995,32,2
3,86,86.20370655,97,2
3,28,41.1111111,36,2
3,50,46.29630195,78,2
3,42,45.7407464,72,2
3,72,58.05555555,92,3
3,58,55.18519085,84,3
3,22,57.2222222,41,3
3,40,47.5925954,54,3
3,16,45.3703732,56,3
3,60,55.18519085,86,3
3,36,45.0925954,77,3
3,42,47.5,72,3
3,54,56.1111111,76,3
3,6,13.51851995,32,3
3,46,44.6296353,95,3
3,28,47.5,36,3
3,34,45.83333335,67,3
3,32,52.5,68,3
3,44,59.16666665,81,3
3,66,78.14815095,87,3
3,50,61.1111111,78,3
3,62,76.29630195,91,3
3,56,68.9814843,81,3
3,64,83.33333335,97,3
3,38,76.94444445,49,3
3,50,48.6111111,61,3
3,30,52.5925954,62,3
3,78,72.7777778,95,3
3,68,71.57407975,96,3
3,48,59.16666665,74,3
3,86,80.4629686,97,3
3,96,93.9814843,96,3
3,70,70.83333335,87,3
3,52,67.2222222,85,3
3,70,81.66666665,87,4
3,86,93.42592875,97,4
3,50,69.3518575,78,4
3,96,93.42592875,96,4
3,42,61.29630195,72,4
3,30,17.8703732,62,4
3,32,48.42592875,68,4
3,28,45.92592875,36,4
3,22,30.83333335,41,4
3,34,44.90741305,67,4
3,62,70.7407464,91,4
3,6,20.55555555,32,4
3,54,55,76,4
3,36,49.6296353,77,4
3,52,54.44444445,85,4
3,48,58.8888889,74,4
3,40,46.7592621,54,4
3,50,46.7592621,61,4
3,16,28.9814843,56,4
3,72,72.68519085,92,4
3,60,59.7222222,86,4
3,64,80.83333335,97,4
3,38,55.4629686,49,4
3,66,67.5,87,4
3,58,61.7592621,84,4
3,68,78.70370655,96,4
3,46,58.42592875,95,4
3,44,41.4814843,81,4
3,56,54.3518575,81,4
3,78,90.4629686,95,4
3,34,58.42592875,67,5
3,6,11.01851995,32,5
3,16,24.9074088,56,5
3,54,59.2592621,76,5
3,40,49.53703985,54,5
3,60,64.3518575,86,5
3,50,57.5925954,61,5
3,42,53.8888889,72,5
3,96,94.07407975,96,5
3,70,73.05555555,87,5
3,30,47.1296353,62,5
3,52,68.9814843,85,5
3,28,37.9629686,36,5
3,32,55.92592875,68,5
3,44,49.2592621,81,5
3,66,73.6111111,87,5
3,38,52.2222222,49,5
3,62,68.33333335,91,5
3,50,54.7222222,78,5
3,64,78.05555555,97,5
3,68,73.14815095,96,5
3,56,58.70370655,81,5
3,36,46.7592621,77,5
3,72,67.7777778,92,5
3,78,75.7407464,95,5
3,48,61.94444445,74,5
3,86,83.2407464,97,5
3,58,66.3888889,84,5
3,22,27.03703985,41,5
3,46,45.64815095,95,5
3,6,9.53703985,32,6
3,50,48.42592875,78,6
3,58,81.29630195,84,6
3,46,72.1296353,95,6
3,50,51.4814843,61,6
3,40,39.81481765,54,6
3,78,77.40741305,95,6
3,32,44.3518575,68,6
3,62,61.29630195,91,6
3,44,37.7777778,81,6
3,42,40.83333335,72,6
3,34,45.92592875,67,6
3,36,42.9629686,77,6
3,54,57.5,76,6
3,48,52.31481765,74,6
3,56,75.4629686,81,6
3,68,87.68519085,96,6
3,70,59.07407975,87,6
3,30,49.6296353,62,6
3,96,97.68519085,96,6
3,72,80.18519085,92,6
3,66,64.81481765,87,6
3,60,52.8703732,86,6
3,52,67.5925954,85,6
3,28,18.8888889,36,6
3,86,93.33333335,97,6
3,64,69.7222222,97,6
3,38,53.2407464,49,6
3,16,9.0740755,56,6
3,22,17.9629644,41,6
4,70,49.8148148,70,1
4,60,38.33333335,60,1
4,66,29.16666665,67,1
4,34,49.8148148,34,1
4,36,31.2037037,36,1
4,56,42.6851852,55,1
4,50,64.07407405,49,1
4,78,76.66666665,77,1
4,86,77.4074074,85,1
4,62,76.1111111,61,1
4,50,50.0925926,50,1
4,48,58.14814815,49,1
4,22,29.35185185,23,1
4,40,47.6851852,40,1
4,30,40.1851852,29,1
4,32,31.0185185,32,1
4,72,74.7222222,71,1
4,46,55.46296295,45,1
4,52,52.2222222,53,1
4,64,72.5925926,65,1
4,58,49.7222222,59,1
4,28,24.8148148,28,1
4,96,91.0185185,95,1
4,54,60,53,1
4,42,49.8148148,43,1
4,38,50.2777778,39,1
4,44,46.2962963,44,1
4,6,7.3148148,6,1
4,16,12.96296295,15,1
4,68,67.2222222,69,1
4,16,17.87037035,56,2
4,48,38.6111111,74,2
4,50,49.8148148,78,2
4,52,50,85,2
4,70,64.16666665,87,2
4,28,34.8148148,36,2
4,40,49.7222222,54,2
4,42,49.7222222,72,2
4,96,94.8148148,96,2
4,50,49.62962965,61,2
4,68,75.2777778,96,2
4,72,74.16666665,92,2
4,22,29.16666665,41,2
4,44,49.7222222,81,2
4,46,49.9074074,95,2
4,56,49.7222222,81,2
4,62,54.53703705,91,2
4,6,9.62962965,32,2
4,66,76.0185185,87,2
4,60,54.07407405,86,2
4,36,49.7222222,77,2
4,30,16.94444445,62,2
4,78,55.92592595,95,2
4,58,50.2777778,84,2
4,34,47.3148148,67,2
4,38,38.05555555,49,2
4,54,57.96296295,76,2
4,32,36.0185185,68,2
4,64,78.24074075,97,2
4,86,83.8888889,97,2
4,6,11.4814815,32,3
4,42,49.8148148,72,3
4,50,49.62962965,78,3
4,68,60.2777778,96,3
4,86,85.2777778,97,3
4,48,50.2777778,74,3
4,46,50.0925926,95,3
4,78,62.03703705,95,3
4,16,25.1851852,56,3
4,28,50,36,3
4,96,86.57407405,96,3
4,56,61.4814815,81,3
4,30,26.0185185,62,3
4,72,76.3888889,92,3
4,32,23.33333335,68,3
4,52,57.87037035,85,3
4,50,50.37037035,61,3
4,36,43.05555555,77,3
4,22,31.4814815,41,3
4,44,49.53703705,81,3
4,40,50.2777778,54,3
4,58,50.0925926,84,3
4,64,68.5185185,97,3
4,70,72.96296295,87,3
4,66,79.8148148,87,3
4,54,49.9074074,76,3
4,60,50.55555555,86,3
4,62,49.8148148,91,3
4,38,49.9074074,49,3
4,34,50,67,3
4,42,50.0925926,72,4
4,44,49.7222222,81,4
4,32,33.7037037,68,4
4,70,62.2222222,87,4
4,50,49.8148148,61,4
4,54,49.9074074,76,4
4,72,82.5,92,4
4,16,18.14814815,56,4
4,38,49.9074074,49,4
4,48,49.44444445,74,4
4,78,78.7962963,95,4
4,40,50.0925926,54,4
4,22,20.74074075,41,4
4,28,33.5185185,36,4
4,66,58.42592595,87,4
4,52,49.53703705,85,4
4,64,60.92592595,97,4
4,30,27.4074074,62,4
4,96,86.94444445,96,4
4,68,79.44444445,96,4
4,46,60.37037035,95,4
4,58,49.9074074,84,4
4,34,44.25925925,67,4
4,62,57.4074074,91,4
4,60,57.6851852,86,4
4,36,35.55555555,77,4
4,56,59.8148148,81,4
4,6,13.24074075,32,4
4,86,84.53703705,97,4
4,50,50.2777778,78,4
4,6,13.6111111,32,5
4,50,49.44444445,78,5
4,32,41.4814815,68,5
4,50,50.2777778,61,5
4,86,80.1851852,97,5
4,48,50,74,5
4,44,42.3148148,81,5
4,96,95.74074075,96,5
4,28,43.33333335,36,5
4,52,50,85,5
4,30,24.62962965,62,5
4,72,68.42592595,92,5
4,40,50,54,5
4,36,49.44444445,77,5
4,38,36.4814815,49,5
4,42,41.57407405,72,5
4,66,61.94444445,87,5
4,60,57.87037035,86,5
4,34,43.05555555,67,5
4,56,49.35185185,81,5
4,62,59.35185185,91,5
4,64,57.5,97,5
4,68,60.46296295,96,5
4,54,49.25925925,76,5
4,78,82.96296295,95,5
4,22,18.33333335,41,5
4,16,50.1851852,56,5
4,70,58.42592595,87,5
4,58,50,84,5
4,46,50.0925926,95,5
4,22,26.2037037,41,6
4,38,50.55555555,49,6
4,32,35.83333335,68,6
4,46,50.1851852,95,6
4,16,22.12962965,56,6
4,72,73.8888889,92,6
4,66,74.25925925,87,6
4,54,50.55555555,76,6
4,44,49.9074074,81,6
4,34,50.64814815,67,6
4,58,50.37037035,84,6
4,48,49.9074074,74,6
4,86,90.1851852,97,6
4,30,16.3888889,62,6
4,62,49.9074074,91,6
4,78,68.33333335,95,6
4,50,54.62962965,61,6
4,70,49.8148148,87,6
4,28,33.7962963,36,6
4,52,49.7222222,85,6
4,6,9.07407405,32,6
4,96,89.8148148,96,6
4,56,55.74074075,81,6
4,40,50.0925926,54,6
4,60,50.83333335,86,6
4,50,50.55555555,78,6
4,68,62.6851852,96,6
4,64,56.2037037,97,6
4,36,49.7222222,77,6
4,42,50.0925926,72,6
5,22,50.13020835,23,1
5,68,50.13020835,69,1
5,78,49.47916665,77,1
5,60,49.73958335,60,1
5,38,50.65104165,39,1
5,42,46.875,43,1
5,40,45.05208335,40,1
5,32,36.328125,32,1
5,56,49.609375,55,1
5,6,62.76041665,6,1
5,70,74.34895835,70,1
5,52,50.13020835,53,1
5,50,53.64583335,50,1
5,58,58.46354165,59,1
5,86,23.95833335,85,1
5,44,77.99479165,44,1
5,46,58.85416665,45,1
5,50,54.55729165,49,1
5,66,54.81770835,67,1
5,62,49.86979165,61,1
5,54,60.15625,53,1
5,34,57.55208335,34,1
5,48,49.73958335,49,1
5,30,71.35416665,29,1
5,72,20.57291665,71,1
5,28,58.07291665,28,1
5,36,42.05729165,36,1
5,64,20.18229165,65,1
5,16,67.1875,15,1
5,96,62.36979165,95,1
5,36,50.52083335,77,2
5,40,50.13020835,54,2
5,70,50.13020835,87,2
5,38,56.51041665,49,2
5,42,66.66666665,72,2
5,78,66.66666665,95,2
5,50,30.98958335,78,2
5,96,84.63541665,96,2
5,68,55.33854165,96,2
5,32,50.390625,68,2
5,44,50.78125,81,2
5,16,75.78125,56,2
5,34,45.703125,67,2
5,86,83.59375,97,2
5,60,83.07291665,86,2
5,52,60.67708335,85,2
5,30,42.578125,62,2
5,22,69.01041665,41,2
5,66,36.84895835,87,2
5,6,15.88541665,32,2
5,58,49.609375,84,2
5,46,35.67708335,95,2
5,54,50.13020835,76,2
5,72,92.1875,92,2
5,48,33.59375,74,2
5,62,59.765625,91,2
5,50,36.84895835,61,2
5,28,49.86979165,36,2
5,64,58.203125,97,2
5,56,59.63541665,81,2
5,54,50.13020835,76,3
5,64,69.01041665,97,3
5,56,81.77083335,81,3
5,60,54.03645835,86,3
5,68,75.91145835,96,3
5,96,92.05729165,96,3
5,30,23.046875,62,3
5,44,30.46875,81,3
5,58,79.03645835,84,3
5,62,57.29166665,91,3
5,22,29.42708335,41,3
5,86,13.671875,97,3
5,6,15.234375,32,3
5,50,53.125,78,3
5,42,81.11979165,72,3
5,16,23.30729165,56,3
5,70,71.74479165,87,3
5,46,49.609375,95,3
5,78,90.36458335,95,3
5,40,40.36458335,54,3
5,52,50.390625,85,3
5,48,69.53125,74,3
5,36,32.68229165,77,3
5,66,66.015625,87,3
5,38,19.53125,49,3
5,50,85.546875,61,3
5,28,33.46354165,36,3
5,34,37.63020835,67,3
5,32,38.671875,68,3
5,72,66.66666665,92,3
5,28,33.59375,36,4
5,50,68.61979165,78,4
5,54,58.984375,76,4
5,62,59.63541665,91,4
5,46,41.796875,95,4
5,36,34.11458335,77,4
5,34,36.84895835,67,4
5,48,50.26041665,74,4
5,22,15.36458335,41,4
5,16,13.41145835,56,4
5,56,49.73958335,81,4
5,6,8.85416665,32,4
5,72,86.45833335,92,4
5,42,66.53645835,72,4
5,70,60.546875,87,4
5,40,50.13020835,54,4
5,86,91.66666665,97,4
5,30,23.828125,62,4
5,44,49.21875,81,4
5,50,54.55729165,61,4
5,78,87.63020835,95,4
5,68,85.546875,96,4
5,32,14.32291665,68,4
5,64,57.8125,97,4
5,66,77.99479165,87,4
5,58,50.13020835,84,4
5,52,50.52083335,85,4
5,96,90.625,96,4
5,60,82.94270835,86,4
5,38,50.13020835,49,4
5,38,49.609375,49,5
5,68,49.34895835,96,5
5,16,15.234375,56,5
5,46,50.13020835,95,5
5,48,49.73958335,74,5
5,40,67.44791665,54,5
5,54,62.36979165,76,5
5,60,68.61979165,86,5
5,28,40.10416665,36,5
5,50,81.77083335,78,5
5,52,77.60416665,85,5
5,56,68.88020835,81,5
5,6,11.84895835,32,5
5,78,87.23958335,95,5
5,58,83.33333335,84,5
5,36,43.61979165,77,5
5,96,93.61979165,96,5
5,34,10.9375,67,5
5,66,80.46875,87,5
5,72,93.88020835,92,5
5,70,88.93229165,87,5
5,42,47.65625,72,5
5,22,15.49479165,41,5
5,50,49.47916665,61,5
5,86,90.625,97,5
5,64,93.75,97,5
5,62,91.14583335,91,5
5,32,34.24479165,68,5
5,30,12.23958335,62,5
5,44,60.28645835,81,5
5,68,87.76041665,96,6
5,50,84.24479165,78,6
5,52,67.05729165,85,6
5,36,50.13020835,77,6
5,72,95.83333335,92,6
5,22,11.71875,41,6
5,54,76.82291665,76,6
5,60,74.73958335,86,6
5,66,91.796875,87,6
5,40,74.609375,54,6
5,48,50,74,6
5,34,41.14583335,67,6
5,38,35.02604165,49,6
5,70,59.63541665,87,6
5,28,25.52083335,36,6
5,58,49.73958335,84,6
5,46,72.91666665,95,6
5,44,63.15104165,81,6
5,50,74.609375,61,6
5,64,89.84375,97,6
5,96,97.65625,96,6
5,86,94.40104165,97,6
5,42,74.609375,72,6
5,30,14.84375,62,6
5,6,11.97916665,32,6
5,32,23.046875,68,6
5,16,11.84895835,56,6
5,62,85.80729165,91,6
5,56,82.68229165,81,6
5,78,91.015625,95,6
6,54,49.9074088,53,1
6,44,57.31481625,44,1
6,28,36.8518547,28,1
6,62,50.46296295,61,1
6,96,83.88889455,95,1
6,32,42.8703732,32,1
6,16,33.14815095,15,1
6,30,26.85185185,29,1
6,42,42.777782,43,1
6,36,55.92592735,36,1
6,46,50.3703718,45,1
6,22,29.53703845,23,1
6,68,66.66666665,69,1
6,50,50.2777806,49,1
6,38,50.46296295,39,1
6,64,60.1851852,65,1
6,86,69.72222505,85,1
6,52,50.0925912,53,1
6,60,62.03703705,60,1
6,78,71.4814857,77,1
6,72,75.83333475,71,1
6,48,50,49,1
6,50,51.94444305,50,1
6,40,43.8888903,40,1
6,6,19.16666735,6,1
6,70,66.66666665,70,1
6,56,61.7592635,55,1
6,58,70.09259685,59,1
6,34,50.46296295,34,1
6,66,68.70370795,67,1
6,60,50.46296295,86,2
6,54,39.25926065,76,2
6,46,42.2222208,95,2
6,16,17.22222435,56,2
6,48,42.9629644,74,2
6,68,68.7962991,96,2
6,72,86.018527,92,2
6,70,61.7592635,87,2
6,38,51.94444305,49,2
6,96,88.70370655,96,2
6,86,73.9814829,97,2
6,6,11.85185115,32,2
6,58,59.4444487,84,2
6,34,31.2962991,67,2
6,62,77.12963245,91,2
6,52,71.3888875,85,2
6,56,54.81481905,81,2
6,50,80.18519085,78,2
6,28,57.87037035,36,2
6,50,59.0740769,61,2
6,42,74.16666525,72,2
6,36,51.75926065,77,2
6,22,31.57407265,41,2
6,40,75.92592595,54,2
6,30,33.4259245,62,2
6,44,49.44444585,81,2
6,78,84.53703985,95,2
6,64,46.5740769,97,2
6,66,83.98147865,87,2
6,32,50.92592595,68,2
6,78,77.22222365,95,3
6,58,52.9629672,84,3
6,66,80.7407379,87,3
6,62,42.9629644,91,3
6,44,50.6481524,81,3
6,60,38.1481524,86,3
6,50,33.61111395,78,3
6,68,68.9814815,96,3
6,36,37.5925912,77,3
6,54,67.5000014,76,3
6,32,31.57407265,68,3
6,48,44.72222505,74,3
6,70,74.07407405,87,3
6,6,17.6851873,32,3
6,28,32.96296155,36,3
6,56,54.53703845,81,3
6,96,93.2407379,96,3
6,16,18.7962956,56,3
6,86,82.59258975,97,3
6,42,45.37037035,72,3
6,52,68.6111097,85,3
6,38,46.75925925,49,3
6,46,26.3888889,95,3
6,30,38.70370655,62,3
6,34,26.75926065,67,3
6,64,51.0185171,97,3
6,72,80.3703732,92,3
6,50,58.33333335,61,3
6,22,19.7222215,41,3
6,40,28.9814843,54,3
6,50,51.94444305,78,4
6,56,39.5370413,81,4
6,78,73.51851995,95,4
6,6,31.6666709,32,4
6,52,60.74073935,85,4
6,60,72.77777635,86,4
6,50,72.03703985,61,4
6,58,40.74074075,84,4
6,22,37.22222645,41,4
6,70,76.0185171,87,4
6,40,50.74074355,54,4
6,16,29.3518561,56,4
6,72,87.5,92,4
6,32,41.8518561,68,4
6,86,87.59259825,97,4
6,44,42.03703845,81,4
6,34,60.55555695,67,4
6,28,37.7777806,36,4
6,36,49.81481765,77,4
6,30,38.1481524,62,4
6,96,89.4444501,96,4
6,46,66.2962949,95,4
6,64,59.0740769,97,4
6,68,80.7407379,96,4
